contig1	contig2	nr_links_inward_Sample118	nr_links_outward_Sample118	nr_links_inline_Sample118	nr_links_inward_or_outward_Sample118	read_count_contig1_Sample118	read_count_contig2_Sample118	nr_links_inward_Sample120	nr_links_outward_Sample120	nr_links_inline_Sample120	nr_links_inward_or_outward_Sample120	read_count_contig1_Sample120	read_count_contig2_Sample120	nr_links_inward_Sample127	nr_links_outward_Sample127	nr_links_inline_Sample127	nr_links_inward_or_outward_Sample127	read_count_contig1_Sample127	read_count_contig2_Sample127	nr_links_inward_Sample134	nr_links_outward_Sample134	nr_links_inline_Sample134	nr_links_inward_or_outward_Sample134	read_count_contig1_Sample134	read_count_contig2_Sample134	nr_links_inward_Sample177	nr_links_outward_Sample177	nr_links_inline_Sample177	nr_links_inward_or_outward_Sample177	read_count_contig1_Sample177	read_count_contig2_Sample177	nr_links_inward_Sample215	nr_links_outward_Sample215	nr_links_inline_Sample215	nr_links_inward_or_outward_Sample215	read_count_contig1_Sample215	read_count_contig2_Sample215	nr_links_inward_Sample230	nr_links_outward_Sample230	nr_links_inline_Sample230	nr_links_inward_or_outward_Sample230	read_count_contig1_Sample230	read_count_contig2_Sample230	nr_links_inward_Sample234	nr_links_outward_Sample234	nr_links_inline_Sample234	nr_links_inward_or_outward_Sample234	read_count_contig1_Sample234	read_count_contig2_Sample234	nr_links_inward_Sample244	nr_links_outward_Sample244	nr_links_inline_Sample244	nr_links_inward_or_outward_Sample244	read_count_contig1_Sample244	read_count_contig2_Sample244	nr_links_inward_Sample261	nr_links_outward_Sample261	nr_links_inline_Sample261	nr_links_inward_or_outward_Sample261	read_count_contig1_Sample261	read_count_contig2_Sample261	nr_links_inward_Sample263	nr_links_outward_Sample263	nr_links_inline_Sample263	nr_links_inward_or_outward_Sample263	read_count_contig1_Sample263	read_count_contig2_Sample263	nr_links_inward_Sample290	nr_links_outward_Sample290	nr_links_inline_Sample290	nr_links_inward_or_outward_Sample290	read_count_contig1_Sample290	read_count_contig2_Sample290	nr_links_inward_Sample302	nr_links_outward_Sample302	nr_links_inline_Sample302	nr_links_inward_or_outward_Sample302	read_count_contig1_Sample302	read_count_contig2_Sample302	nr_links_inward_Sample321	nr_links_outward_Sample321	nr_links_inline_Sample321	nr_links_inward_or_outward_Sample321	read_count_contig1_Sample321	read_count_contig2_Sample321	nr_links_inward_Sample330	nr_links_outward_Sample330	nr_links_inline_Sample330	nr_links_inward_or_outward_Sample330	read_count_contig1_Sample330	read_count_contig2_Sample330	nr_links_inward_Sample343	nr_links_outward_Sample343	nr_links_inline_Sample343	nr_links_inward_or_outward_Sample343	read_count_contig1_Sample343	read_count_contig2_Sample343
contig-3848000000	contig-667000000	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	22
contig-4919000000	contig-1498000000	0	0	0	0	1112	5	0	0	0	1	2623	3	0	0	0	0	1818	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	3	0	0	0	0	0	0	0	0	0	0	2648	2	0	0	0	0	683	6	0	0	0	0	201	1	0	0	0	0	794	2	0	0	0	0	2331	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	952	16
contig-4919000000	contig-774000000	0	0	0	0	0	0	0	0	0	0	2623	1	0	0	0	0	1818	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	2	0	0	0	0	0	0	0	0	0	0	2648	1	0	0	0	0	683	16	0	0	0	0	201	4	0	0	0	0	794	3	0	0	0	0	2331	5	0	0	0	0	0	0	0	0	1	0	1645	5	0	0	1	0	952	13
contig-4919000000	contig-1405000000	0	0	1	0	1112	3	0	0	0	0	0	0	0	0	0	0	1818	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	1	0	0	0	0	0	0	0	0	0	0	2648	2	0	0	0	0	683	1	0	0	0	0	201	1	0	0	0	0	794	3	0	0	0	0	2331	3	0	0	0	0	0	0	0	0	0	0	1645	2	0	0	2	0	952	5
contig-4919000000	contig-2099000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794	3	0	0	0	0	2331	2	0	0	0	0	0	0	0	0	0	0	1645	1	0	0	1	0	952	8
contig-4919000000	contig-1247000000	0	0	0	3	1112	5	0	0	0	2	2623	4	0	0	0	0	1818	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	2	0	0	0	0	0	0	0	0	0	1	2648	4	0	0	0	4	683	6	0	0	0	1	201	2	0	0	0	0	794	1	0	0	0	0	2331	6	0	0	0	0	0	0	0	0	0	2	1645	3	0	0	0	2	952	8
contig-4919000000	contig-119000000	0	0	0	0	1112	18	0	0	0	0	2623	14	0	0	0	0	1818	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2252	11	0	0	0	0	0	0	0	0	0	0	2648	14	0	0	0	0	683	25	0	0	0	0	201	9	0	0	0	0	794	11	0	0	0	0	2331	14	0	0	0	0	0	0	0	0	0	0	1645	10	0	0	0	1	952	41
contig-4919000000	contig-562000000	0	0	0	0	1112	7	0	0	0	0	2623	3	0	0	0	0	1818	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2648	7	0	0	0	0	683	15	0	0	0	0	0	0	0	0	0	0	794	4	0	0	0	0	2331	12	0	0	0	0	0	0	0	0	0	0	1645	2	0	0	1	0	952	27
contig-709000000	contig-3842000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	27	2
contig-774000000	contig-1804000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	10	0	0	0	1	4	3	0	0	0	0	3	1	0	0	0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	7
contig-774000000	contig-1844000000	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	16	4	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	13	3
contig-765000000	contig-4942000000	0	0	0	0	4	2072	0	0	0	0	5	5101	0	0	0	0	5	3402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5001	0	0	0	0	12	1153	0	0	0	0	0	0	0	0	0	0	1	1358	0	0	0	0	7	4548	0	0	0	0	0	0	0	0	0	0	4	3155	0	0	3	0	14	1916
contig-765000000	contig-954000000	0	0	0	0	4	2	0	0	0	0	5	3	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	0	12	9	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	14	14
contig-1131000000	contig-416000000	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	10	22	0	0	0	0	4	6	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	19
contig-332000000	contig-1064000000	0	0	1	0	2	7	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	23	14	0	0	0	0	4	4	0	0	0	0	0	0	0	0	1	0	11	7	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	0	27	11
contig-332000000	contig-20000000	0	0	0	1	2	558	0	0	0	0	0	0	0	0	0	0	12	912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1207	0	0	0	0	23	272	0	0	0	0	4	109	0	0	0	0	2	273	0	0	0	0	11	1068	0	0	0	0	0	0	0	0	0	1	3	802	0	0	0	1	27	500
contig-1043000000	contig-1418000000	0	0	0	0	1	7	0	0	2	0	4	5	0	0	3	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	8	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	3	2	0	0	7	0	15	12
contig-1237000000	contig-1614000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	7	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	9	9
contig-850000000	contig-1288000000	0	0	0	2	6	5	0	0	0	0	8	3	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	1	5	4	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	9	9
contig-1809000000	contig-2278000000	0	0	0	0	2	1	0	0	0	0	3	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	7
contig-3573000000	contig-9000000	0	0	0	1	2239	2454	0	0	0	0	100	100	0	0	0	0	1065	952	0	0	0	0	88	105	0	0	0	0	8698	9000	0	0	0	0	8317	8244	0	0	0	0	547	653	0	0	0	0	3152	3068	0	0	0	0	0	0	0	0	0	0	4043	4013	0	0	0	0	7679	7426	0	0	0	0	2154	2186	0	0	0	0	0	0	0	0	0	0	607	549	0	0	0	1	208	274	0	0	0	1	8	3
contig-1631000000	contig-4920000000	0	0	0	0	2	905	0	0	0	0	2	2106	0	0	0	0	2	1572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1937	0	0	0	0	0	0	0	0	0	0	2	2248	0	0	0	0	5	614	0	0	0	1	5	163	0	0	0	0	0	0	0	0	0	0	7	2047	0	0	0	0	0	0	0	0	0	0	2	1476	0	0	0	4	14	874
contig-1285000000	contig-2029000000	0	0	2	0	4	12	0	0	3	0	9	5	0	0	1	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	4	4	0	0	3	0	9	11	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	4	4	0	0	0	0	0	0	0	0	1	0	1	3	0	0	4	0	18	16
contig-1602000000	contig-2010000000	0	0	0	2	3	6	0	0	0	0	2	1	0	0	0	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	3
contig-1378000000	contig-43000000	0	0	0	0	7	1028	0	0	0	0	2	2215	0	0	0	0	1	1603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1929	0	0	0	0	0	0	0	0	0	0	1	2287	0	0	0	0	6	509	0	0	0	0	0	0	0	0	0	0	2	645	0	0	0	0	5	2173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	905
contig-1378000000	contig-3040000000	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4
contig-1378000000	contig-3326000000	0	0	0	2	7	3	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1
contig-45000000	contig-589000000	2	0	0	0	787	148	0	0	0	0	46	4	0	0	0	0	396	70	0	0	0	0	48	28	2	0	0	0	3307	407	4	0	0	0	3129	345	0	0	0	0	168	27	0	0	0	0	1175	246	0	0	0	0	0	0	3	0	0	0	1501	205	5	0	0	0	2729	346	0	0	0	0	783	108	0	0	0	0	0	0	0	0	0	0	208	28	0	0	0	0	94	26	2	0	0	0	30	63
contig-2139000000	contig-1112000000	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	2	0	0	1	0	1	1	0	0	1	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	9
contig-2179000000	contig-921000000	0	0	0	0	564	9	0	0	0	1	1355	1	0	0	0	0	1027	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1568	6	0	0	0	1	346	12	0	0	0	0	103	2	0	0	0	0	426	2	0	0	0	0	1391	6	0	0	0	0	0	0	0	0	0	0	989	2	0	0	0	1	559	19
contig-2179000000	contig-955000000	0	0	0	0	564	2	0	0	0	0	1355	2	0	0	1	0	1027	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	14	0	0	0	0	103	4	0	0	0	0	0	0	0	0	0	0	1391	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	559	24
contig-2179000000	contig-4917000000	0	0	0	0	564	915	0	0	2	0	1355	2209	0	0	2	0	1027	1562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1323	2040	0	0	0	0	0	0	0	0	0	0	1568	2289	0	0	0	0	346	501	0	0	0	0	103	171	0	0	0	0	426	558	0	0	1	0	1391	2164	0	0	0	0	1755	2469	0	0	2	0	989	1482	0	0	2	0	559	849
contig-2179000000	contig-1679000000	0	0	0	0	564	3	0	0	0	0	1355	7	0	0	0	0	1027	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	3	0	0	0	0	0	0	0	0	0	0	1568	2	0	0	2	0	346	8	0	0	0	0	103	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	559	8
contig-2179000000	contig-4929000000	0	0	0	0	564	1620	0	0	4	0	1355	4002	0	0	2	0	1027	2974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1323	3757	0	0	0	0	0	0	0	0	2	0	1568	4281	0	0	0	0	346	1020	0	0	0	0	103	242	0	0	0	0	426	1009	0	0	1	0	1391	3890	0	0	2	0	1755	4267	0	0	0	0	989	2585	0	0	1	0	559	1577
contig-2179000000	contig-190000000	0	0	0	0	564	11	0	0	0	0	1355	14	0	0	0	0	1027	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1323	15	0	0	0	0	0	0	0	0	0	0	1568	10	0	0	0	0	346	11	0	0	0	0	103	8	0	0	0	0	426	9	0	0	0	0	1391	17	0	0	0	0	0	0	0	0	0	0	989	10	0	0	1	0	559	42
contig-2179000000	contig-931000000	0	0	0	0	564	5	0	0	0	0	1355	2	0	0	0	0	1027	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1568	2	0	0	0	0	346	9	0	0	0	0	103	2	0	0	0	0	426	1	0	0	0	0	1391	3	0	0	0	0	0	0	0	0	0	0	989	7	0	0	0	1	559	11
contig-167000000	contig-663000000	0	0	0	0	1115	2	0	0	0	0	2600	7	0	0	0	0	1715	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2341	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	10	0	0	0	0	0	0	0	0	0	0	729	4	0	0	0	0	2377	9	0	0	0	0	0	0	0	0	0	0	1641	3	0	0	0	2	955	18
contig-167000000	contig-828000000	0	0	0	0	1115	2	0	0	0	0	2600	4	0	0	0	0	1715	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2592	4	0	0	0	0	677	13	0	0	0	0	0	0	0	0	0	0	729	2	0	0	0	0	2377	8	0	0	0	0	0	0	0	0	0	0	1641	7	0	0	1	0	955	21
contig-167000000	contig-2723000000	0	0	0	0	1115	1	0	0	0	0	2600	1	0	0	0	0	1715	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2341	1	0	0	0	0	0	0	0	0	0	0	2592	1	0	0	0	0	677	1	0	0	0	0	192	1	0	0	0	1	729	1	0	0	0	0	2377	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	955	5
contig-167000000	contig-4901000000	0	0	0	0	1115	131	0	0	0	0	2600	227	0	0	0	0	1715	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2341	220	0	0	0	0	0	0	0	0	0	0	2592	219	0	0	1	0	677	107	0	0	0	0	192	25	0	0	0	0	729	76	0	0	0	0	2377	219	0	0	0	0	2726	230	0	0	0	0	1641	164	0	0	2	0	955	170
contig-167000000	contig-681000000	0	0	0	0	1115	6	0	0	0	0	2600	1	0	0	0	0	1715	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2341	5	0	0	0	0	0	0	0	0	0	0	2592	1	0	0	0	0	677	10	0	0	0	1	192	3	0	0	0	1	729	1	0	0	0	0	2377	8	0	0	0	0	0	0	0	0	0	0	1641	2	0	0	0	2	955	17
contig-167000000	contig-854000000	0	0	0	0	1115	7	0	0	0	2	2600	3	0	0	0	1	1715	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2341	1	0	0	0	0	0	0	0	0	0	0	2592	2	0	0	0	0	677	11	0	0	0	0	192	2	0	0	0	0	729	1	0	0	0	0	2377	5	0	0	0	0	0	0	0	0	0	0	1641	2	0	0	0	2	955	16
contig-647000000	contig-2202000000	0	0	1	0	6	2	0	0	1	0	5	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	4	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	3	0	20	9
contig-647000000	contig-2919000000	0	0	0	0	6	2	0	0	0	0	5	1	0	0	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	3
contig-1927000000	contig-1241000000	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	10
contig-4001000000	contig-48000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	235
contig-3161000000	contig-4907000000	0	0	0	3	9	359	0	0	0	7	16	897	0	0	0	3	7	624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	21	814	0	0	0	0	0	0	0	0	0	0	11	809	0	0	0	0	4	266	0	0	0	0	0	0	0	0	0	0	7	240	0	0	0	4	10	851	0	0	0	9	17	867	0	0	0	11	16	604	0	0	0	6	7	424
contig-3161000000	contig-88000000	0	0	0	2	9	75	0	0	0	0	16	150	0	0	0	0	7	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	159	0	0	0	0	0	0	0	0	0	0	11	202	0	0	0	0	4	37	0	0	0	0	0	0	0	0	0	0	7	69	0	0	0	0	10	162	0	0	0	0	17	162	0	0	0	0	16	108	0	0	0	1	7	80
contig-3524000000	contig-864000000	0	0	0	0	1	13	0	0	0	0	1	3	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	20
contig-1306000000	contig-3964000000	0	0	0	0	13	78	0	2	6	0	42	219	0	0	5	0	40	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	33	190	0	0	0	0	0	0	0	1	8	0	36	226	0	0	0	0	4	48	0	0	0	0	2	14	0	0	4	0	12	72	0	0	7	0	46	231	0	0	6	0	36	272	0	0	3	0	22	120	1	0	3	0	13	82
contig-1306000000	contig-16000000	0	0	0	0	13	294	0	0	1	0	42	688	0	0	0	0	40	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	597	0	0	0	0	0	0	0	0	0	0	36	748	0	0	0	0	4	163	0	0	0	0	2	34	0	0	0	0	12	197	0	0	0	0	46	616	0	0	0	0	36	789	0	0	1	0	22	470	0	0	1	0	13	270
contig-2109000000	contig-2819000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3
contig-2109000000	contig-1465000000	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6
contig-305000000	contig-455000000	0	0	0	0	7	12	0	0	0	0	6	5	0	0	0	0	9	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	12	10	0	0	0	0	3	2	0	0	0	0	4	4	0	0	0	0	6	10	0	0	0	0	0	0	0	0	0	0	4	4	3	0	0	0	18	21
contig-2084000000	contig-3505000000	0	0	2	0	5	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	4
contig-325000000	contig-820000000	0	0	0	0	6	4	0	0	0	0	20	6	0	0	1	0	17	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	2	0	24	10	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	4	2	0	0	5	0	31	23
contig-1880000000	contig-234000000	0	0	0	0	3	3	0	0	0	0	2	7	0	0	2	0	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	2	27	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	2	12	0	0	1	0	3	29
contig-1353000000	contig-2634000000	0	0	1	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	1
contig-2609000000	contig-950000000	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	16
contig-1090000000	contig-1222000000	0	0	0	0	2	1	0	0	0	0	5	3	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	5	0	0	0	4	4	4	0	0	0	0	3	3	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	12	7
