1.00000000e+00,0.00000000e+00,2.99195180e-287,4.92639696e-166
0.00000000e+00,1.00000000e+00,0.00000000e+00,1.97531090e-22
0.00000000e+00,0.00000000e+00,1.00000000e+00,1.07663195e-211
0.00000000e+00,1.00000000e+00,0.00000000e+00,1.30963051e-65
0.00000000e+00,0.00000000e+00,1.00000000e+00,8.01645652e-113
1.00000000e+00,7.05256932e-227,0.00000000e+00,1.46874926e-172
1.84524775e-73,0.00000000e+00,0.00000000e+00,1.00000000e+00
0.00000000e+00,0.00000000e+00,1.00000000e+00,1.12140220e-215
1.00000000e+00,5.44846769e-253,4.96102169e-302,8.15916847e-81
0.00000000e+00,0.00000000e+00,1.00000000e+00,4.07838175e-152
1.00000000e+00,0.00000000e+00,0.00000000e+00,5.98409639e-121
0.00000000e+00,0.00000000e+00,1.00000000e+00,8.20729493e-201
1.00000000e+00,1.94385849e-261,4.12280822e-312,2.00877524e-116
0.00000000e+00,1.00000000e+00,0.00000000e+00,7.00840548e-81
6.64866371e-03,3.01245962e-220,0.00000000e+00,9.93351336e-01
1.00000000e+00,8.72781874e-254,0.00000000e+00,1.00241343e-170
1.00000000e+00,1.19463961e-254,0.00000000e+00,4.49898559e-59
1.47796474e-299,1.00000000e+00,0.00000000e+00,2.15193817e-31
1.00000000e+00,2.53790327e-261,0.00000000e+00,1.18386976e-61
0.00000000e+00,9.99999917e-01,0.00000000e+00,8.29707146e-08
1.00000000e+00,0.00000000e+00,0.00000000e+00,3.10318438e-16
0.00000000e+00,0.00000000e+00,1.00000000e+00,2.67857661e-135
0.00000000e+00,1.00000000e+00,0.00000000e+00,7.14102637e-52
2.10359202e-73,0.00000000e+00,0.00000000e+00,1.00000000e+00
0.00000000e+00,1.00000000e+00,0.00000000e+00,1.44964775e-66
1.00000000e+00,3.10480455e-244,0.00000000e+00,4.91611553e-38
0.00000000e+00,1.00000000e+00,0.00000000e+00,7.00633401e-87
0.00000000e+00,1.00000000e+00,0.00000000e+00,1.01009557e-78
0.00000000e+00,1.00000000e+00,0.00000000e+00,7.50035576e-16
1.00000000e+00,0.00000000e+00,0.00000000e+00,2.60775589e-26
1.00000000e+00,0.00000000e+00,0.00000000e+00,3.35534593e-125
0.00000000e+00,1.00000000e+00,0.00000000e+00,2.02766372e-18
0.00000000e+00,0.00000000e+00,1.00000000e+00,4.22467267e-139
0.00000000e+00,0.00000000e+00,1.00000000e+00,4.69763789e-183
0.00000000e+00,1.00000000e+00,0.00000000e+00,3.33986274e-21
1.00000000e+00,0.00000000e+00,0.00000000e+00,4.78097919e-44
1.00000000e+00,0.00000000e+00,0.00000000e+00,1.83402531e-112
2.15313781e-244,1.00000000e+00,0.00000000e+00,5.21931153e-42
1.00000000e+00,0.00000000e+00,0.00000000e+00,9.47178958e-162
