2,25817.9437213
3,23048.1781241
4,22896.6971742
5,23468.8271926
6,24259.3885326
7,25341.4219617
8,26733.1478698
9,27666.063001
10,29106.6277335
11,30594.6610972
12,31542.7831341
13,32809.817573
14,33668.3233071
15,34429.7790548
16,35736.9895833
