contig-309000000,0
contig-4559000000,1
contig-3573000000,2
contig-167000000,1
contig-315000000,2
contig-305000000,0
contig-242000000,3
contig-9000000,2
contig-286000000,0
contig-17000000,2
contig-236000000,0
contig-0,2
contig-258000000,0
contig-41000000,1
contig-254000000,3
contig-252000000,0
contig-272000000,0
contig-387000000,1
contig-190000000,0
contig-135000000,1
contig-111000000,0
contig-63000000,2
contig-8000000,1
contig-259000000,3
contig-4920000000,1
contig-139000000,0
contig-179000000,1
contig-157000000,1
contig-402000000,1
contig-505000000,0
contig-300000000,0
contig-33000000,1
contig-62000000,2
contig-27000000,2
contig-42000000,1
contig-134000000,0
contig-107000000,0
contig-1039000000,1
contig-116000000,0
contig-294000000,3
contig-273000000,0
contig-143000000,0
contig-178000000,3
contig-4930000000,1
contig-2179000000,1
contig-79000000,0
contig-2699000000,1
contig-184000000,0
contig-92000000,0
contig-156000000,0
contig-1949000000,1
contig-4934000000,1
contig-3463000000,2
contig-1916000000,2
contig-4940000000,1
contig-105000000,2
contig-220000000,0
contig-327000000,0
contig-4918000000,1
contig-208000000,0
contig-1207000000,2
contig-73000000,3
contig-4911000000,1
contig-1819000000,1
contig-4901000000,1
contig-161000000,0
contig-244000000,3
contig-4927000000,1
contig-303000000,0
contig-444000000,3
contig-31000000,1
contig-4905000000,1
contig-129000000,0
contig-4923000000,1
contig-304000000,0
contig-103000000,0
contig-205000000,3
contig-39000000,1
contig-271000000,0
contig-1421000000,1
contig-168000000,3
contig-289000000,0
contig-154000000,1
contig-298000000,0
contig-189000000,0
contig-221000000,1
contig-32000000,1
contig-266000000,0
contig-267000000,3
contig-473000000,1
contig-94000000,1
contig-64000000,3
contig-57000000,1
contig-98000000,0
contig-249000000,2
contig-467000000,1
contig-162000000,0
contig-4902000000,1
contig-76000000,0
contig-95000000,1
contig-125000000,1
contig-124000000,1
contig-980000000,2
contig-148000000,1
contig-169000000,0
contig-13000000,2
contig-2461000000,2
contig-118000000,2
contig-280000000,0
contig-54000000,1
contig-16000000,1
contig-10000000,1
contig-288000000,3
contig-813000000,1
contig-4511000000,2
contig-4000000,2
contig-4939000000,1
contig-4936000000,1
contig-4926000000,2
contig-44000000,1
contig-211000000,0
contig-30000000,1
contig-203000000,0
contig-78000000,3
contig-219000000,0
contig-209000000,3
contig-292000000,2
contig-174000000,0
contig-316000000,0
contig-202000000,0
contig-293000000,3
contig-180000000,1
contig-694000000,1
contig-225000000,0
contig-235000000,0
contig-4909000000,2
contig-307000000,0
contig-261000000,0
contig-145000000,1
contig-166000000,0
contig-80000000,0
contig-83000000,0
contig-72000000,3
contig-144000000,0
contig-108000000,3
contig-198000000,0
contig-181000000,0
contig-104000000,1
contig-250000000,0
contig-102000000,0
contig-122000000,0
contig-268000000,0
contig-313000000,3
contig-20000000,1
contig-12000000,1
contig-50000000,1
contig-109000000,0
contig-4924000000,1
contig-859000000,2
contig-475000000,2
contig-230000000,0
contig-2920000000,1
contig-260000000,0
contig-314000000,0
contig-123000000,0
contig-253000000,0
contig-4914000000,1
contig-1820000000,1
contig-1529000000,1
contig-142000000,0
contig-18000000,2
contig-19000000,1
contig-2000000,2
contig-2983000000,2
contig-217000000,0
contig-158000000,3
contig-552000000,2
contig-241000000,1
contig-257000000,0
contig-172000000,3
contig-196000000,0
contig-52000000,1
contig-22000000,2
contig-284000000,3
contig-295000000,1
contig-270000000,3
contig-1058000000,2
contig-262000000,0
contig-233000000,0
contig-4925000000,2
contig-4907000000,1
contig-4917000000,1
contig-234000000,0
contig-115000000,1
contig-155000000,0
contig-1117000000,2
contig-121000000,0
contig-287000000,1
contig-214000000,0
contig-21000000,2
contig-237000000,0
contig-2451000000,1
contig-74000000,1
contig-59000000,1
contig-81000000,2
contig-40000000,2
contig-199000000,0
contig-87000000,0
contig-1486000000,2
contig-412000000,1
contig-171000000,0
contig-4937000000,1
contig-65000000,1
contig-136000000,0
contig-137000000,3
contig-1042000000,2
contig-119000000,0
contig-527000000,1
contig-310000000,0
contig-6000000,1
contig-4941000000,1
contig-43000000,1
contig-384000000,1
contig-483000000,1
contig-4932000000,2
contig-75000000,1
contig-666000000,1
contig-106000000,0
contig-4105000000,2
contig-359000000,0
contig-185000000,0
contig-319000000,0
contig-356000000,1
contig-460000000,0
contig-276000000,0
contig-4040000000,1
contig-680000000,1
contig-584000000,1
contig-5000000,2
contig-141000000,0
contig-153000000,0
contig-318000000,0
contig-277000000,1
contig-117000000,3
contig-317000000,0
contig-149000000,0
contig-197000000,0
contig-159000000,0
contig-114000000,1
contig-283000000,0
contig-210000000,3
contig-251000000,0
