2.60669427e-01,-2.85383544e-01,3.37607649e-01,-1.03886913e-01,9.09727696e-02,-6.99183023e-02,-9.21091989e-02,-3.35276454e-02,-2.79843506e-02,-1.44034348e-02,-7.92195397e-02,-2.17673047e-02,3.24669687e-02,-6.45143806e-03,4.62562866e-02,7.54639951e-02,-3.96662514e-02,-2.61088895e-02,-1.05284658e-02,7.01888375e-03,-5.40401576e-02,1.41532402e-02,4.42120328e-02,1.85731551e-02,-2.22142246e-02
-2.85383544e-01,2.17113325e+00,-1.90163030e+00,6.17473908e-01,-3.27314898e-01,4.11654107e-01,-1.08169200e-01,1.57308779e-01,-6.95480139e-02,5.37544236e-01,2.91136505e-01,-1.42868794e-03,-1.01483411e-02,-3.07405618e-01,2.17880424e-01,2.39031156e-02,6.05566882e-02,-5.96354697e-03,1.47477754e-01,-1.33540384e-01,-2.12784737e-02,-3.86857343e-02,1.31721628e-03,-1.02346135e-02,-7.43686375e-03
3.37607649e-01,-1.90163030e+00,1.82990620e+00,-4.80180674e-01,2.91574812e-01,-3.29541637e-01,-5.02944858e-02,-2.08982760e-01,6.78505207e-02,-4.56971105e-01,-1.97322901e-01,-4.69972340e-02,1.63966316e-02,2.57542021e-01,-1.49355970e-01,9.72105513e-03,-7.76486477e-02,-5.12119434e-02,-1.34523674e-01,1.08366199e-01,4.60124926e-02,6.03015999e-02,1.81758336e-02,8.65056300e-03,3.33371410e-04
-1.03886913e-01,6.17473908e-01,-4.80180674e-01,5.14141948e-01,-1.41694187e-01,3.35664739e-01,4.76950242e-02,-9.50854198e-02,-4.93382622e-02,1.45388409e-01,2.15836621e-02,4.00577695e-02,9.16183719e-02,-5.64706458e-02,4.15526075e-02,-1.39759361e-02,-3.68908523e-02,-4.64282322e-02,2.77205432e-02,-2.63379545e-02,1.46498672e-02,-6.95387373e-02,-5.08839974e-02,2.29368666e-02,-1.90599632e-03
9.09727696e-02,-3.27314898e-01,2.91574812e-01,-1.41694187e-01,7.82798987e-01,-5.37065244e-01,7.76118156e-02,-2.63338194e-03,-3.79244968e-01,7.42887991e-02,-3.12081409e-02,-3.02087934e-02,-1.80938225e-02,1.81887629e-02,-4.64812640e-03,-5.79210855e-02,2.78445440e-02,3.52643424e-02,5.21677516e-03,-4.73278414e-02,-2.44172477e-02,-7.17069625e-02,1.01074238e-02,-1.72504881e-02,-2.68368083e-02
-6.99183023e-02,4.11654107e-01,-3.29541637e-01,3.35664739e-01,-5.37065244e-01,6.80375565e-01,-2.63818403e-02,-9.19861611e-02,6.27062286e-02,4.88520556e-02,2.91071340e-02,-5.12805686e-03,-4.07287944e-02,4.06967267e-02,-6.40995414e-02,6.68797382e-02,-1.24271369e-01,-3.54586679e-02,3.35320427e-02,5.37190183e-02,9.63984846e-03,4.91004699e-04,-1.55595120e-02,6.85590255e-02,-2.03094672e-03
-9.21091989e-02,-1.08169200e-01,-5.02944858e-02,4.76950242e-02,7.76118156e-02,-2.63818403e-02,4.90016869e-01,-1.09120817e-01,-5.97656660e-02,-5.06006589e-02,-4.19748495e-02,7.55987670e-02,7.42184632e-03,-7.66453765e-02,-8.95960182e-02,-8.40194555e-02,-1.08740822e-03,4.96579203e-02,-1.20966806e-02,3.17623460e-02,-7.68893168e-02,-6.84940907e-02,-7.02233128e-02,4.48306861e-02,2.06646916e-02
-3.35276454e-02,1.57308779e-01,-2.08982760e-01,-9.50854198e-02,-2.63338194e-03,-9.19861611e-02,-1.09120817e-01,3.34252059e-01,1.07862446e-01,6.10502135e-02,3.36432765e-02,-2.59721277e-02,6.43950664e-02,2.90761537e-02,2.56823013e-02,7.78870640e-03,7.31092688e-02,7.34214087e-03,9.20430214e-04,-4.24173855e-02,-3.46450441e-02,6.98419510e-02,1.95882957e-02,-1.16952814e-02,-2.57575448e-02
-2.79843506e-02,-6.95480139e-02,6.78505207e-02,-4.93382622e-02,-3.79244968e-01,6.27062286e-02,-5.97656660e-02,1.07862446e-01,6.36307678e-01,-1.17016069e-01,4.89543290e-02,8.40669809e-02,-4.05184144e-02,-2.97136976e-03,6.68158633e-03,-4.86270528e-03,-3.53930852e-02,-4.01336249e-03,-1.96051926e-02,1.63444567e-03,-1.35042711e-02,4.28475242e-02,3.85855087e-02,-6.18320552e-02,4.40613552e-02
-1.44034348e-02,5.37544236e-01,-4.56971105e-01,1.45388409e-01,7.42887991e-02,4.88520556e-02,-5.06006589e-02,6.10502135e-02,-1.17016069e-01,5.93738548e-01,-5.39989441e-02,-7.90964296e-02,-9.98536601e-02,-3.05513321e-02,1.15968247e-02,-1.36673116e-02,-7.21525495e-02,5.37418849e-02,-3.62256490e-02,-6.39605449e-02,-3.60186161e-02,1.54718921e-02,2.57199369e-02,-1.07451705e-03,-3.82024915e-02
-7.92195397e-02,2.91136505e-01,-1.97322901e-01,2.15836621e-02,-3.12081409e-02,2.91071340e-02,-4.19748495e-02,3.36432765e-02,4.89543290e-02,-5.39989441e-02,4.84022995e-01,7.42652718e-02,4.30766528e-02,2.77777572e-02,-2.19001626e-02,-1.32069488e-02,-3.42130617e-02,4.75863673e-02,1.07932573e-01,-5.77599125e-03,-3.21685486e-02,3.75556110e-04,5.91788253e-02,-1.17853426e-02,-2.00138616e-02
-2.17673047e-02,-1.42868794e-03,-4.69972340e-02,4.00577695e-02,-3.02087934e-02,-5.12805686e-03,7.55987670e-02,-2.59721277e-02,8.40669809e-02,-7.90964296e-02,7.42652718e-02,5.44171988e-01,-5.28994323e-02,7.31345508e-02,-1.33036850e-02,1.15781539e-02,8.76873014e-03,-9.65155707e-03,5.11694315e-03,-4.04388948e-02,2.13914372e-03,-1.21174104e-02,-5.79139370e-02,4.90553729e-02,-2.06626554e-02
3.24669687e-02,-1.01483411e-02,1.63966316e-02,9.16183719e-02,-1.80938225e-02,-4.07287944e-02,7.42184632e-03,6.43950664e-02,-4.05184144e-02,-9.98536601e-02,4.30766528e-02,-5.28994323e-02,6.01883622e-01,-1.30101103e-03,2.86311984e-03,-2.15098908e-02,6.96831942e-02,-5.93604008e-02,9.63468496e-03,-1.34695709e-02,-2.97182479e-02,-1.50291640e-02,1.86574373e-03,4.20384955e-02,-1.15108419e-03
-6.45143806e-03,-3.07405618e-01,2.57542021e-01,-5.64706458e-02,1.81887629e-02,4.06967267e-02,-7.66453765e-02,2.90761537e-02,-2.97136976e-03,-3.05513321e-02,2.77777572e-02,7.31345508e-02,-1.30101103e-03,3.98947048e-01,-1.13438648e-03,-1.81408046e-02,-4.34654377e-02,-2.02486419e-02,-6.06584032e-03,3.73737227e-02,2.55982695e-02,6.96215617e-03,1.22710063e-02,2.58279882e-02,1.94998023e-02
4.62562866e-02,2.17880424e-01,-1.49355970e-01,4.15526075e-02,-4.64812640e-03,-6.40995414e-02,-8.95960182e-02,2.56823013e-02,6.68158633e-03,1.15968247e-02,-2.19001626e-02,-1.33036850e-02,2.86311984e-03,-1.13438648e-03,5.07321778e-01,-1.75633989e-02,1.52229477e-02,1.17374387e-02,5.14292144e-02,-1.13176428e-03,3.74750893e-02,3.28197865e-03,-4.62826336e-03,6.44947184e-02,1.82364991e-02
7.54639951e-02,2.39031156e-02,9.72105513e-03,-1.39759361e-02,-5.79210855e-02,6.68797382e-02,-8.40194555e-02,7.78870640e-03,-4.86270528e-03,-1.36673116e-02,-1.32069488e-02,1.15781539e-02,-2.15098908e-02,-1.81408046e-02,-1.75633989e-02,5.03429743e-01,3.29508441e-02,3.32477099e-02,-8.59503146e-02,-2.18255655e-02,-1.06109769e-02,-7.82756650e-02,-1.78615289e-02,1.06283900e-02,1.19158542e-02
-3.96662514e-02,6.05566882e-02,-7.76486477e-02,-3.68908523e-02,2.78445440e-02,-1.24271369e-01,-1.08740822e-03,7.31092688e-02,-3.53930852e-02,-7.21525495e-02,-3.42130617e-02,8.76873014e-03,6.96831942e-02,-4.34654377e-02,1.52229477e-02,3.29508441e-02,3.56044446e-01,-7.21126510e-03,1.72690377e-02,-3.22732964e-02,4.29607577e-02,1.66583833e-02,-2.16141959e-02,1.60864130e-02,-8.12976585e-03
